weak,strong,sentence,Yes,No,answer
tired,exhausted,The potter is tired.,The potter is not exhausted.,The potter is exhausted.,Yes
tired,exhausted,The director is tired.,The director is not exhausted.,The director is exhausted.,Yes
tired,exhausted,The filmmaker is tired.,The filmmaker is not exhausted.,The filmmaker is exhausted.,Yes
tired,exhausted,The cameraman is tired.,The cameraman is not exhausted.,The cameraman is exhausted.,Yes
tired,exhausted,The sound technician is tired.,The sound technician is not exhausted.,The sound technician is exhausted.,Yes
tired,exhausted,The editor's assistant is tired.,The editor's assistant is not exhausted.,The editor's assistant is exhausted.,Yes
tired,exhausted,The fashion designer is tired.,The fashion designer is not exhausted.,The fashion designer is exhausted.,Yes
tired,exhausted,The makeup artist is tired.,The makeup artist is not exhausted.,The makeup artist is exhausted.,Yes
tired,exhausted,The stylist is tired.,The stylist is not exhausted.,The stylist is exhausted.,Yes
tired,exhausted,The event planner is tired.,The event planner is not exhausted.,The event planner is exhausted.,Yes
tired,exhausted,The personal trainer is tired.,The personal trainer is not exhausted.,The personal trainer is exhausted.,Yes
tired,exhausted,The lifeguard is tired.,The lifeguard is not exhausted.,The lifeguard is exhausted.,Yes
tired,exhausted,The plumber's assistant is tired.,The plumber's assistant is not exhausted.,The plumber's assistant is exhausted.,Yes
tired,exhausted,The roofer is tired.,The roofer is not exhausted.,The roofer is exhausted.,Yes
tired,exhausted,The carpenter’s assistant is tired.,The carpenter’s assistant is not exhausted.,The carpenter’s assistant is exhausted.,Yes
tired,exhausted,The locksmith is tired.,The locksmith is not exhausted.,The locksmith is exhausted.,Yes
tired,exhausted,The security guard is tired.,The security guard is not exhausted.,The security guard is exhausted.,Yes
tired,exhausted,The park ranger is tired.,The park ranger is not exhausted.,The park ranger is exhausted.,Yes
tired,exhausted,The zookeeper is tired.,The zookeeper is not exhausted.,The zookeeper is exhausted.,Yes
tired,exhausted,The veterinarian is tired.,The veterinarian is not exhausted.,The veterinarian is exhausted.,Yes
tired,exhausted,The pet groomer is tired.,The pet groomer is not exhausted.,The pet groomer is exhausted.,Yes
tired,exhausted,The dog walker is tired.,The dog walker is not exhausted.,The dog walker is exhausted.,Yes
tired,exhausted,The pet sitter is tired.,The pet sitter is not exhausted.,The pet sitter is exhausted.,Yes
tired,exhausted,The caregiver is tired.,The caregiver is not exhausted.,The caregiver is exhausted.,Yes
tired,exhausted,The elderly person is tired.,The elderly person is not exhausted.,The elderly person is exhausted.,Yes
tired,exhausted,The child is tired.,The child is not exhausted.,The child is exhausted.,Yes
tired,exhausted,The teenager is tired.,The teenager is not exhausted.,The teenager is exhausted.,Yes
tired,exhausted,The retiree is tired.,The retiree is not exhausted.,The retiree is exhausted.,Yes
tired,exhausted,The patient is tired.,The patient is not exhausted.,The patient is exhausted.,Yes
tired,exhausted,The guest is tired.,The guest is not exhausted.,The guest is exhausted.,Yes
tolerate,encourage,Joey's parents tolerate dating.,Joey's parents do not encourage dating.,Joey's parents encourage dating.,Yes
tolerate,encourage,The teacher tolerates talking in class.,The teacher does not encourage talking in class.,The teacher encourages talking in class.,Yes
tolerate,encourage,The manager tolerates mistakes.,The manager does not encourage mistakes.,The manager encourages mistakes.,Yes
tolerate,encourage,The doctor tolerates questions.,The doctor does not encourage questions.,The doctor encourages questions.,Yes
tolerate,encourage,The student tolerates homework.,The student does not encourage homework.,The student encourages homework.,Yes
tolerate,encourage,The athlete tolerates criticism.,The athlete does not encourage criticism.,The athlete encourages criticism.,Yes
tolerate,encourage,The cat tolerates being alone.,The cat does not encourage being alone.,The cat encourages being alone.,Yes
tolerate,encourage,The dog tolerates baths.,The dog does not encourage baths.,The dog encourages baths.,Yes
tolerate,encourage,The chef tolerates mistakes in the kitchen.,The chef does not encourage mistakes in the kitchen.,The chef encourages mistakes in the kitchen.,Yes
tolerate,encourage,The waiter tolerates rude customers.,The waiter does not encourage rude customers.,The waiter encourages rude customers.,Yes
tolerate,encourage,The employee tolerates long hours.,The employee does not encourage long hours.,The employee encourages long hours.,Yes
tolerate,encourage,The singer tolerates gossip.,The singer does not encourage gossip.,The singer encourages gossip.,Yes
tolerate,encourage,The artist tolerates criticism of their work.,The artist does not encourage criticism of their work.,The artist encourages criticism of their work.,Yes
tolerate,encourage,The mother tolerates noise.,The mother does not encourage noise.,The mother encourages noise.,Yes
tolerate,encourage,The father tolerates mess.,The father does not encourage mess.,The father encourages mess.,Yes
tolerate,encourage,The grandmother tolerates bad jokes.,The grandmother does not encourage bad jokes.,The grandmother encourages bad jokes.,Yes
tolerate,encourage,The grandfather tolerates children running around.,The grandfather does not encourage children running around.,The grandfather encourages children running around.,Yes
tolerate,encourage,The coach tolerates lazy practices.,The coach does not encourage lazy practices.,The coach encourages lazy practices.,Yes
tolerate,encourage,The librarian tolerates loud talking.,The librarian does not encourage loud talking.,The librarian encourages loud talking.,Yes
tolerate,encourage,The nurse tolerates waiting patients.,The nurse does not encourage waiting patients.,The nurse encourages waiting patients.,Yes
tolerate,encourage,The scientist tolerates failure in experiments.,The scientist does not encourage failure in experiments.,The scientist encourages failure in experiments.,Yes
tolerate,encourage,The lawyer tolerates difficult clients.,The lawyer does not encourage difficult clients.,The lawyer encourages difficult clients.,Yes
tolerate,encourage,The writer tolerates writer's block.,The writer does not encourage writer's block.,The writer encourages writer's block.,Yes
tolerate,encourage,The photographer tolerates bad weather.,The photographer does not encourage bad weather.,The photographer encourages bad weather.,Yes
tolerate,encourage,The mechanic tolerates car repairs.,The mechanic does not encourage car repairs.,The mechanic encourages car repairs.,Yes
tolerate,encourage,The builder tolerates delays.,The builder does not encourage delays.,The builder encourages delays.,Yes
tolerate,encourage,The plumber tolerates clogged drains.,The plumber does not encourage clogged drains.,The plumber encourages clogged drains.,Yes
tolerate,encourage,The teacher tolerates disruptions.,The teacher does not encourage disruptions.,The teacher encourages disruptions.,Yes
tolerate,encourage,The student tolerates lectures.,The student does not encourage lectures.,The student encourages lectures.,Yes
tolerate,encourage,The entrepreneur tolerates risk.,The entrepreneur does not encourage risk.,The entrepreneur encourages risk.,Yes
tolerate,encourage,The manager tolerates stress.,The manager does not encourage stress.,The manager encourages stress.,Yes
tolerate,encourage,The politician tolerates criticism from the media.,The politician does not encourage criticism from the media.,The politician encourages criticism from the media.,Yes
tolerate,encourage,The driver tolerates traffic jams.,The driver does not encourage traffic jams.,The driver encourages traffic jams.,Yes
tolerate,encourage,The customer tolerates slow service.,The customer does not encourage slow service.,The customer encourages slow service.,Yes
tolerate,encourage,The shopper tolerates crowded stores.,The shopper does not encourage crowded stores.,The shopper encourages crowded stores.,Yes
tolerate,encourage,The parent tolerates tantrums.,The parent does not encourage tantrums.,The parent encourages tantrums.,Yes
tolerate,encourage,The friend tolerates bad habits.,The friend does not encourage bad habits.,The friend encourages bad habits.,Yes
tolerate,encourage,The roommate tolerates loud music.,The roommate does not encourage loud music.,The roommate encourages loud music.,Yes
tolerate,encourage,The partner tolerates quirks.,The partner does not encourage quirks.,The partner encourages quirks.,Yes
tolerate,encourage,The spouse tolerates different opinions.,The spouse does not encourage different opinions.,The spouse encourages different opinions.,Yes
tolerate,encourage,The neighbor tolerates yard work noise.,The neighbor does not encourage yard work noise.,The neighbor encourages yard work noise.,Yes
tolerate,encourage,The city tolerates construction sites.,The city does not encourage construction sites.,The city encourages construction sites.,Yes
tolerate,encourage,The state tolerates budget cuts.,The state does not encourage budget cuts.,The state encourages budget cuts.,Yes
tolerate,encourage,The country tolerates protests.,The country does not encourage protests.,The country encourages protests.,Yes
tolerate,encourage,The community tolerates newcomers.,The community does not encourage newcomers.,The community encourages newcomers.,Yes
tolerate,encourage,The manager tolerates occasional lateness.,The manager does not encourage occasional lateness.,The manager encourages occasional lateness.,Yes
tolerate,encourage,The intern tolerates low pay.,The intern does not encourage low pay.,The intern encourages low pay.,Yes
tolerate,encourage,The entrepreneur tolerates setbacks.,The entrepreneur does not encourage setbacks.,The entrepreneur encourages setbacks.,Yes
tolerate,encourage,The athlete tolerates injuries.,The athlete does not encourage injuries.,The athlete encourages injuries.,Yes
tolerate,encourage,The teacher tolerates late assignments.,The teacher does not encourage late assignments.,The teacher encourages late assignments.,Yes
tolerate,encourage,The parent tolerates messy rooms.,The parent does not encourage messy rooms.,The parent encourages messy rooms.,Yes
tolerate,encourage,The friend tolerates bad puns.,The friend does not encourage bad puns.,The friend encourages bad puns.,Yes
tolerate,encourage,The assistant tolerates long meetings.,The assistant does not encourage long meetings.,The assistant encourages long meetings.,Yes
tolerate,encourage,The customer tolerates delays.,The customer does not encourage delays.,The customer encourages delays.,Yes
tolerate,encourage,The volunteer tolerates tough conditions.,The volunteer does not encourage tough conditions.,The volunteer encourages tough conditions.,Yes
tolerate,encourage,The worker tolerates overtime.,The worker does not encourage overtime.,The worker encourages overtime.,Yes
tolerate,encourage,The pet tolerates the leash.,The pet does not encourage the leash.,The pet encourages the leash.,Yes
tolerate,encourage,The toddler tolerates being fed.,The toddler does not encourage being fed.,The toddler encourages being fed.,Yes
tolerate,encourage,The teenager tolerates rules.,The teenager does not encourage rules.,The teenager encourages rules.,Yes
tolerate,encourage,The elderly person tolerates medication side effects.,The elderly person does not encourage medication side effects.,The elderly person encourages medication side effects.,Yes
tolerate,encourage,The person tolerates criticism.,The person does not encourage criticism.,The person encourages criticism.,Yes
tolerate,encourage,The family tolerates disruptions.,The family does not encourage disruptions.,The family encourages disruptions.,Yes
tolerate,encourage,The team tolerates mistakes.,The team does not encourage mistakes.,The team encourages mistakes.,Yes
tolerate,encourage,The coach tolerates bad behavior.,The coach does not encourage bad behavior.,The coach encourages bad behavior.,Yes
tolerate,encourage,The group tolerates disagreements.,The group does not encourage disagreements.,The group encourages disagreements.,Yes
tolerate,encourage,The committee tolerates long discussions.,The committee does not encourage long discussions.,The committee encourages long discussions.,Yes
tolerate,encourage,The friend tolerates boring conversations.,The friend does not encourage boring conversations.,The friend encourages boring conversations.,Yes
tolerate,encourage,The neighbor tolerates loud parties.,The neighbor does not encourage loud parties.,The neighbor encourages loud parties.,Yes
tolerate,encourage,The driver tolerates road rage.,The driver does not encourage road rage.,The driver encourages road rage.,Yes
tolerate,encourage,The speaker tolerates interruptions.,The speaker does not encourage interruptions.,The speaker encourages interruptions.,Yes
tolerate,encourage,The tourist tolerates jet lag.,The tourist does not encourage jet lag.,The tourist encourages jet lag.,Yes
tolerate,encourage,The traveler tolerates delays.,The traveler does not encourage delays.,The traveler encourages delays.,Yes
tolerate,encourage,The fan tolerates losses.,The fan does not encourage losses.,The fan encourages losses.,Yes
tolerate,encourage,The athlete tolerates early mornings.,The athlete does not encourage early mornings.,The athlete encourages early mornings.,Yes
tolerate,encourage,The teacher tolerates talking during class.,The teacher does not encourage talking during class.,The teacher encourages talking during class.,Yes
tolerate,encourage,The waiter tolerates difficult customers.,The waiter does not encourage difficult customers.,The waiter encourages difficult customers.,Yes
tolerate,encourage,The chef tolerates burnt food.,The chef does not encourage burnt food.,The chef encourages burnt food.,Yes
tolerate,encourage,The artist tolerates bad reviews.,The artist does not encourage bad reviews.,The artist encourages bad reviews.,Yes
tolerate,encourage,The performer tolerates nervousness.,The performer does not encourage nervousness.,The performer encourages nervousness.,Yes
tolerate,encourage,The shopper tolerates long lines.,The shopper does not encourage long lines.,The shopper encourages long lines.,Yes
tolerate,encourage,The gym member tolerates crowded gyms.,The gym member does not encourage crowded gyms.,The gym member encourages crowded gyms.,Yes
tolerate,encourage,The client tolerates delays in service.,The client does not encourage delays in service.,The client encourages delays in service.,Yes
tolerate,encourage,The professor tolerates tardiness.,The professor does not encourage tardiness.,The professor encourages tardiness.,Yes
tolerate,encourage,The roommate tolerates unwashed dishes.,The roommate does not encourage unwashed dishes.,The roommate encourages unwashed dishes.,Yes
tolerate,encourage,The parent tolerates teenage rebellion.,The parent does not encourage teenage rebellion.,The parent encourages teenage rebellion.,Yes
tolerate,encourage,The gardener tolerates pests.,The gardener does not encourage pests.,The gardener encourages pests.,Yes
tolerate,encourage,The homeowner tolerates noisy neighbors.,The homeowner does not encourage noisy neighbors.,The homeowner encourages noisy neighbors.,Yes
tolerate,encourage,The patient tolerates discomfort.,The patient does not encourage discomfort.,The patient encourages discomfort.,Yes
tolerate,encourage,The manager tolerates multiple projects.,The manager does not encourage multiple projects.,The manager encourages multiple projects.,Yes
tolerate,encourage,The driver tolerates bad roads.,The driver does not encourage bad roads.,The driver encourages bad roads.,Yes
tolerate,encourage,The programmer tolerates bugs in the code.,The programmer does not encourage bugs in the code.,The programmer encourages bugs in the code.,Yes
tolerate,encourage,The scientist tolerates long hours in the lab.,The scientist does not encourage long hours in the lab.,The scientist encourages long hours in the lab.,Yes
tolerate,encourage,The professor tolerates a lack of participation.,The professor does not encourage a lack of participation.,The professor encourages a lack of participation.,Yes
tolerate,encourage,The company tolerates mistakes in new projects.,The company does not encourage mistakes in new projects.,The company encourages mistakes in new projects.,Yes
tolerate,encourage,The artist tolerates imperfection in their work.,The artist does not encourage imperfection in their work.,The artist encourages imperfection in their work.,Yes
tolerate,encourage,The writer tolerates rejection letters.,The writer does not encourage rejection letters.,The writer encourages rejection letters.,Yes
tolerate,encourage,The teacher tolerates different learning speeds.,The teacher does not encourage different learning speeds.,The teacher encourages different learning speeds.,Yes
tolerate,encourage,The community tolerates new development projects.,The community does not encourage new development projects.,The community encourages new development projects.,Yes
tolerate,encourage,The parent tolerates loud toys.,The parent does not encourage loud toys.,The parent encourages loud toys.,Yes
tolerate,encourage,The child tolerates bedtime routines.,The child does not encourage bedtime routines.,The child encourages bedtime routines.,Yes
try,succeed,The candidate tried.,The candidate did not succeed.,The candidate succeeded.,Yes
try,succeed,The team tried.,The team did not succeed.,The team succeeded.,Yes
try,succeed,The boss tried.,The boss did not succeed.,The boss succeeded.,Yes
try,succeed,The workers tried.,The workers did not succeed.,The workers succeeded.,Yes
try,succeed,The students tried.,The students did not succeed.,The students succeeded.,Yes
try,succeed,The worker tried.,The worker did not succeed.,The worker succeeded.,Yes
try,succeed,The doctor tried.,The doctor did not succeed.,The doctor succeeded.,Yes
try,succeed,The runner tried.,The runner did not succeed.,The runner succeeded.,Yes
try,succeed,The artists tried.,The artists did not succeed.,The artists succeeded.,Yes
try,succeed,The singers tried.,The singers did not succeed.,The singers succeeded.,Yes
try,succeed,The employee tried.,The employee did not succeed.,The employee succeeded.,Yes
try,succeed,The researchers tried.,The researchers did not succeed.,The researchers succeeded.,Yes
try,succeed,The employees tried.,The employees did not succeed.,The employees succeeded.,Yes
try,succeed,The player tried.,The player did not succeed.,The player succeeded.,Yes
try,succeed,The author tried.,The author did not succeed.,The author succeeded.,Yes
try,succeed,The boys tried.,The boys did not succeed.,The boys succeeded.,Yes
try,succeed,The executive tried.,The executive did not succeed.,The executive succeeded.,Yes
try,succeed,The celebrity tried.,The celebrity did not succeed.,The celebrity succeeded.,Yes
try,succeed,The actor tried.,The actor did not succeed.,The actor succeeded.,Yes
try,succeed,The actress tried.,The actress did not succeed.,The actress succeeded.,Yes
try,succeed,The waitress tried.,The waitress did not succeed.,The waitress succeeded.,Yes
try,succeed,The dancer tried.,The dancer did not succeed.,The dancer succeeded.,Yes
try,succeed,The librarian tried.,The librarian did not succeed.,The librarian succeeded.,Yes
try,succeed,The attorney tried.,The attorney did not succeed.,The attorney succeeded.,Yes
try,succeed,The driver tried.,The driver did not succeed.,The driver succeeded.,Yes
try,succeed,The mother tried.,The mother did not succeed.,The mother succeeded.,Yes
try,succeed,The father tried.,The father did not succeed.,The father succeeded.,Yes
try,succeed,The judge tried.,The judge did not succeed.,The judge succeeded.,Yes
try,succeed,The marketer tried.,The marketer did not succeed.,The marketer succeeded.,Yes
try,succeed,The friend tried.,The friend did not succeed.,The friend succeeded.,Yes
try,succeed,The neighbor tried.,The neighbor did not succeed.,The neighbor succeeded.,Yes
try,succeed,The project manager tried.,The project manager did not succeed.,The project manager succeeded.,Yes
try,succeed,The doctors tried.,The doctors did not succeed.,The doctors succeeded.,Yes
try,succeed,The nurse tried.,The nurse did not succeed.,The nurse succeeded.,Yes
try,succeed,The architect tried.,The architect did not succeed.,The architect succeeded.,Yes
try,succeed,The president tried.,The president did not succeed.,The president succeeded.,Yes
try,succeed,The lady tried.,The lady did not succeed.,The lady succeeded.,Yes
try,succeed,The man tried.,The man did not succeed.,The man succeeded.,Yes
try,succeed,The woman tried.,The woman did not succeed.,The woman succeeded.,Yes
try,succeed,people tried.,people did not succeed.,people succeeded.,Yes
try,succeed,The teacher’s assistant tried.,The teacher’s assistant did not succeed.,The teacher’s assistant succeeded.,Yes
try,succeed,The accountant tried.,The accountant did not succeed.,The accountant succeeded.,Yes
try,succeed,The employer tried.,The employer did not succeed.,The employer succeeded.,Yes
try,succeed,The housekeeper tried.,The housekeeper did not succeed.,The housekeeper succeeded.,Yes
try,succeed,The athlete tried.,The athlete did not succeed.,The athlete succeeded.,Yes
try,succeed,The CEO tried.,The CEO did not succeed.,The CEO succeeded.,Yes
try,succeed,The customer tried.,The customer did not succeed.,The customer succeeded.,Yes
try,succeed,The graduate student tried.,The graduate student did not succeed.,The graduate student succeeded.,Yes
try,succeed,The undergraduate tried.,The undergraduate did not succeed.,The undergraduate succeeded.,Yes
try,succeed,The writer tried.,The writer did not succeed.,The writer succeeded.,Yes
try,succeed,The florist tried.,The florist did not succeed.,The florist succeeded.,Yes
try,succeed,The singer tried.,The singer did not succeed.,The singer succeeded.,Yes
try,succeed,The minister tried.,The minister did not succeed.,The minister succeeded.,Yes
try,succeed,The trainer tried.,The trainer did not succeed.,The trainer succeeded.,Yes
try,succeed,The soldier tried.,The soldier did not succeed.,The soldier succeeded.,Yes
try,succeed,The firefighter tried.,The firefighter did not succeed.,The firefighter succeeded.,Yes
try,succeed,The mentor tried.,The mentor did not succeed.,The mentor succeeded.,Yes
try,succeed,The plumber tried.,The plumber did not succeed.,The plumber succeeded.,Yes
try,succeed,The painter tried.,The painter did not succeed.,The painter succeeded.,Yes
try,succeed,The designer tried.,The designer did not succeed.,The designer succeeded.,Yes
try,succeed,The shopper tried.,The shopper did not succeed.,The shopper succeeded.,Yes
try,succeed,The linguist tried.,The linguist did not succeed.,The linguist succeeded.,Yes
try,succeed,The chef’s assistant tried.,The chef’s assistant did not succeed.,The chef’s assistant succeeded.,Yes
try,succeed,The kid tried.,The kid did not succeed.,The kid succeeded.,Yes
try,succeed,The child tried.,The child did not succeed.,The child succeeded.,Yes
try,succeed,The girl tried.,The girl did not succeed.,The girl succeeded.,Yes
try,succeed,The musician tried.,The musician did not succeed.,The musician succeeded.,Yes
try,succeed,The band tried.,The band did not succeed.,The band succeeded.,Yes
try,succeed,The intern tried.,The intern did not succeed.,The intern succeeded.,Yes
try,succeed,The builder tried.,The builder did not succeed.,The builder succeeded.,Yes
try,succeed,The secretary tried.,The secretary did not succeed.,The secretary succeeded.,Yes
try,succeed,The teacher tried.,The teacher did not succeed.,The teacher succeeded.,Yes
try,succeed,The cashier tried.,The cashier did not succeed.,The cashier succeeded.,Yes
try,succeed,The waiter tried.,The waiter did not succeed.,The waiter succeeded.,Yes
try,succeed,The dog tried.,The dog did not succeed.,The dog succeeded.,Yes
try,succeed,The cat tried.,The cat did not succeed.,The cat succeeded.,Yes
try,succeed,The leader tried.,The leader did not succeed.,The leader succeeded.,Yes
try,succeed,The group tried.,The group did not succeed.,The group succeeded.,Yes
try,succeed,The manager tried.,The manager did not succeed.,The manager succeeded.,Yes
try,succeed,The assistant tried.,The assistant did not succeed.,The assistant succeeded.,Yes
try,succeed,The visitor tried.,The visitor did not succeed.,The visitor succeeded.,Yes
try,succeed,The researcher tried.,The researcher did not succeed.,The researcher succeeded.,Yes
try,succeed,The volunteer tried.,The volunteer did not succeed.,The volunteer succeeded.,Yes
try,succeed,The editor tried.,The editor did not succeed.,The editor succeeded.,Yes
try,succeed,The contractor tried.,The contractor did not succeed.,The contractor succeeded.,Yes
try,succeed,The artist tried.,The artist did not succeed.,The artist succeeded.,Yes
try,succeed,The professor tried.,The professor did not succeed.,The professor succeeded.,Yes
try,succeed,The engineer tried.,The engineer did not succeed.,The engineer succeeded.,Yes
try,succeed,The photographer tried.,The photographer did not succeed.,The photographer succeeded.,Yes
try,succeed,The gardener tried.,The gardener did not succeed.,The gardener succeeded.,Yes
try,succeed,The mechanic tried.,The mechanic did not succeed.,The mechanic succeeded.,Yes
try,succeed,The chef tried.,The chef did not succeed.,The chef succeeded.,Yes
try,succeed,The coach tried.,The coach did not succeed.,The coach succeeded.,Yes
try,succeed,The student tried.,The student did not succeed.,The student succeeded.,Yes
try,succeed,The client tried.,The client did not succeed.,The client succeeded.,Yes
try,succeed,The scientist tried.,The scientist did not succeed.,The scientist succeeded.,Yes
try,succeed,The family tried.,The family did not succeed.,The family succeeded.,Yes
try,succeed,The politician tried.,The politician did not succeed.,The politician succeeded.,Yes
try,succeed,The lawyer tried.,The lawyer did not succeed.,The lawyer succeeded.,Yes
try,succeed,The patient tried.,The patient did not succeed.,The patient succeeded.,Yes
ugly,hideous,The wallpaper is ugly.,The wallpaper is not hideous.,The wallpaper is hideous.,Yes
ugly,hideous,The painting is ugly.,The painting is not hideous.,The painting is hideous.,Yes
ugly,hideous,The dress is ugly.,The dress is not hideous.,The dress is hideous.,Yes
ugly,hideous,The sculpture is ugly.,The sculpture is not hideous.,The sculpture is hideous.,Yes
ugly,hideous,The chair is ugly.,The chair is not hideous.,The chair is hideous.,Yes
ugly,hideous,The building is ugly.,The building is not hideous.,The building is hideous.,Yes
ugly,hideous,The wallpaper pattern is ugly.,The wallpaper pattern is not hideous.,The wallpaper pattern is hideous.,Yes
ugly,hideous,The design is ugly.,The design is not hideous.,The design is hideous.,Yes
ugly,hideous,The sofa is ugly.,The sofa is not hideous.,The sofa is hideous.,Yes
ugly,hideous,The carpet is ugly.,The carpet is not hideous.,The carpet is hideous.,Yes
ugly,hideous,The rug is ugly.,The rug is not hideous.,The rug is hideous.,Yes
ugly,hideous,The shirt is ugly.,The shirt is not hideous.,The shirt is hideous.,Yes
ugly,hideous,The shoes are ugly.,The shoes are not hideous.,The shoes are hideous.,Yes
ugly,hideous,The hat is ugly.,The hat is not hideous.,The hat is hideous.,Yes
ugly,hideous,The furniture is ugly.,The furniture is not hideous.,The furniture is hideous.,Yes
ugly,hideous,The curtain is ugly.,The curtain is not hideous.,The curtain is hideous.,Yes
ugly,hideous,The table is ugly.,The table is not hideous.,The table is hideous.,Yes
ugly,hideous,The lamp is ugly.,The lamp is not hideous.,The lamp is hideous.,Yes
ugly,hideous,The phone case is ugly.,The phone case is not hideous.,The phone case is hideous.,Yes
ugly,hideous,The necklace is ugly.,The necklace is not hideous.,The necklace is hideous.,Yes
ugly,hideous,The earrings are ugly.,The earrings are not hideous.,The earrings are hideous.,Yes
ugly,hideous,The painting colors are ugly.,The painting colors are not hideous.,The painting colors are hideous.,Yes
ugly,hideous,The wallpaper color is ugly.,The wallpaper color is not hideous.,The wallpaper color is hideous.,Yes
ugly,hideous,The design of the room is ugly.,The design of the room is not hideous.,The design of the room is hideous.,Yes
ugly,hideous,The pattern is ugly.,The pattern is not hideous.,The pattern is hideous.,Yes
ugly,hideous,The flower arrangement is ugly.,The flower arrangement is not hideous.,The flower arrangement is hideous.,Yes
ugly,hideous,The hairstyle is ugly.,The hairstyle is not hideous.,The hairstyle is hideous.,Yes
ugly,hideous,The car is ugly.,The car is not hideous.,The car is hideous.,Yes
ugly,hideous,The jacket is ugly.,The jacket is not hideous.,The jacket is hideous.,Yes
ugly,hideous,The watch is ugly.,The watch is not hideous.,The watch is hideous.,Yes
ugly,hideous,The building’s exterior is ugly.,The building’s exterior is not hideous.,The building’s exterior is hideous.,Yes
ugly,hideous,The layout of the house is ugly.,The layout of the house is not hideous.,The layout of the house is hideous.,Yes
ugly,hideous,The architecture is ugly.,The architecture is not hideous.,The architecture is hideous.,Yes
ugly,hideous,The garden is ugly.,The garden is not hideous.,The garden is hideous.,Yes
ugly,hideous,The backyard is ugly.,The backyard is not hideous.,The backyard is hideous.,Yes
ugly,hideous,The kitchen tiles are ugly.,The kitchen tiles are not hideous.,The kitchen tiles are hideous.,Yes
ugly,hideous,The bathroom mirror is ugly.,The bathroom mirror is not hideous.,The bathroom mirror is hideous.,Yes
ugly,hideous,The mirror frame is ugly.,The mirror frame is not hideous.,The mirror frame is hideous.,Yes
ugly,hideous,The fence is ugly.,The fence is not hideous.,The fence is hideous.,Yes
ugly,hideous,The pool is ugly.,The pool is not hideous.,The pool is hideous.,Yes
ugly,hideous,The driveway is ugly.,The driveway is not hideous.,The driveway is hideous.,Yes
ugly,hideous,The painting’s frame is ugly.,The painting’s frame is not hideous.,The painting’s frame is hideous.,Yes
ugly,hideous,The landscape is ugly.,The landscape is not hideous.,The landscape is hideous.,Yes
ugly,hideous,The lawn is ugly.,The lawn is not hideous.,The lawn is hideous.,Yes
ugly,hideous,The decoration is ugly.,The decoration is not hideous.,The decoration is hideous.,Yes
ugly,hideous,The hallway is ugly.,The hallway is not hideous.,The hallway is hideous.,Yes
ugly,hideous,The poster is ugly.,The poster is not hideous.,The poster is hideous.,Yes
ugly,hideous,The curtains are ugly.,The curtains are not hideous.,The curtains are hideous.,Yes
ugly,hideous,The bedspread is ugly.,The bedspread is not hideous.,The bedspread is hideous.,Yes
ugly,hideous,The pillow is ugly.,The pillow is not hideous.,The pillow is hideous.,Yes
ugly,hideous,The curtains in the bedroom are ugly.,The curtains in the bedroom are not hideous.,The curtains in the bedroom are hideous.,Yes
ugly,hideous,The wallpaper design is ugly.,The wallpaper design is not hideous.,The wallpaper design is hideous.,Yes
ugly,hideous,The sink is ugly.,The sink is not hideous.,The sink is hideous.,Yes
ugly,hideous,The faucet is ugly.,The faucet is not hideous.,The faucet is hideous.,Yes
ugly,hideous,The shoes on the shelf are ugly.,The shoes on the shelf are not hideous.,The shoes on the shelf are hideous.,Yes
ugly,hideous,The street art is ugly.,The street art is not hideous.,The street art is hideous.,Yes
ugly,hideous,The alley is ugly.,The alley is not hideous.,The alley is hideous.,Yes
ugly,hideous,The city skyline is ugly.,The city skyline is not hideous.,The city skyline is hideous.,Yes
ugly,hideous,The park bench is ugly.,The park bench is not hideous.,The park bench is hideous.,Yes
ugly,hideous,The trash can is ugly.,The trash can not is not hideous.,The trash can is hideous.,Yes
ugly,hideous,The playground is ugly.,The playground is not hideous.,The playground is hideous.,Yes
ugly,hideous,The street lights are ugly.,The street lights are not hideous.,The street lights are hideous.,Yes
ugly,hideous,The bus stop is ugly.,The bus stop is not hideous.,The bus stop is hideous.,Yes
ugly,hideous,The restaurant sign is ugly.,The restaurant sign is not hideous.,The restaurant sign is hideous.,Yes
ugly,hideous,The grocery store is ugly.,The grocery store is not hideous.,The grocery store is hideous.,Yes
ugly,hideous,The pizza box is ugly.,The pizza box is not hideous.,The pizza box is hideous.,Yes
ugly,hideous,The food presentation is ugly.,The food presentation is not hideous.,The food presentation is hideous.,Yes
ugly,hideous,The dress code is ugly.,The dress code is not hideous.,The dress code is hideous.,Yes
ugly,hideous,The shirt pattern is ugly.,The shirt pattern is not hideous.,The shirt pattern is hideous.,Yes
ugly,hideous,The jeans are ugly.,The jeans are not hideous.,The jeans are hideous.,Yes
ugly,hideous,The leather jacket is ugly.,The leather jacket is not hideous.,The leather jacket is hideous.,Yes
ugly,hideous,The collar is ugly.,The collar is not hideous.,The collar is hideous.,Yes
ugly,hideous,The shoes you bought are ugly.,The shoes you bought are not hideous.,The shoes you bought are hideous.,Yes
ugly,hideous,The hat design is ugly.,The hat design is not hideous.,The hat design is hideous.,Yes
ugly,hideous,The tablecloth is ugly.,The tablecloth is not hideous.,The tablecloth is hideous.,Yes
ugly,hideous,The office chair is ugly.,The office chair is not hideous.,The office chair is hideous.,Yes
